longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.66,34.09,20.0,5.375546,1.0829694,1117.0,2.4388647,3.2321,1.625
-122.43,37.78,24.0,3.4820514,1.1897436,1371.0,2.3435898,0.9355,1.125
-118.25,34.13,36.0,3.2302632,1.1239035,2542.0,2.7872808,2.2244,2.559
-122.2,37.48,41.0,5.2357144,1.1071428,652.0,4.6571426,5.1654,2.336
-117.83,33.88,18.0,6.704762,1.0793651,1048.0,3.3269842,6.9308,2.317
-117.98,34.14,27.0,5.319631,1.0813758,2899.0,2.432047,3.6336,2.352
-123.52,41.01,17.0,7.045045,1.554054,517.0,2.3288288,2.1542,0.838
-120.21,39.35,7.0,26.882353,4.6764708,85.0,2.5,4.7917,1.875
-121.06,39.21,52.0,4.8561873,1.0334448,637.0,2.1304348,2.2083,1.039
-121.89,38.02,36.0,4.9669724,1.0091743,1827.0,3.3522935,3.3371,0.946
-118.2,33.92,36.0,3.1846154,0.8,477.0,3.6692307,3.6719,1.304
-118.39,34.04,52.0,5.1626296,0.9584775,666.0,2.3044982,4.7386,3.404
-117.51,34.41,5.0,6.2021503,1.2193549,1396.0,3.0021505,3.7361,1.196
-118.25,34.06,20.0,1.64,0.68,87.0,3.48,1.5491,2.25
-122.49,37.76,48.0,5.098113,1.018868,650.0,2.45283,3.5278,3.398
-122.04,37.35,28.0,6.871036,1.02537,1328.0,2.807611,7.4729,4.316
-117.74,35.65,15.0,5.332579,1.0950227,1110.0,2.5113122,3.1755,0.817
-121.32,37.95,40.0,4.61244,1.1004784,742.0,3.5502393,1.2625,0.43
-116.85,32.83,17.0,5.84,1.0620689,2191.0,3.022069,3.6445,1.976
-119.82,36.79,18.0,4.756536,1.1756536,3415.0,2.7900326,1.6854,0.647
-118.28,34.05,41.0,2.5470085,1.1025641,2931.0,4.175214,1.4413,1.589
-118.24,34.14,28.0,3.5996094,1.0820312,1402.0,2.7382812,2.462,2.54
-117.16,33.92,12.0,6.446215,1.0,1610.0,3.2071712,4.7568,1.435
-119.47,35.14,19.0,5.968661,0.982906,1973.0,2.8105414,3.9929,0.883
-122.23,37.76,52.0,8.123457,1.0925926,378.0,2.3333333,5.2915,3.33
-118.33,34.16,23.0,3.5763159,1.1263158,770.0,2.0263157,3.4016,2.346
-117.35,33.69,11.0,6.468421,1.2421052,581.0,3.0578947,3.102,1.113
-120.96,37.59,11.0,4.9835296,1.0341177,2410.0,2.835294,2.3849,1.22
-121.83,37.26,11.0,5.8533006,0.98533005,1393.0,3.405868,5.5875,2.593
-120.4,34.95,8.0,6.5,0.9862069,835.0,2.8793104,5.0206,2.61
-118.95,35.38,30.0,5.4041667,0.99583334,1419.0,2.95625,3.725,0.831
-117.11,32.69,39.0,2.4382715,0.9814815,620.0,3.8271606,2.725,0.865
-122.3,38.29,20.0,4.494975,1.0904523,1113.0,2.7964823,2.4728,1.397
-121.3,38.7,18.0,5.77026,1.0479937,3339.0,2.6270654,3.235,1.247
-122.05,36.97,16.0,6.048561,1.0989208,1603.0,2.8830936,4.2542,2.941
-117.34,34.13,29.0,5.3357143,1.0214286,991.0,3.5392857,2.125,0.706
-118.18,34.03,26.0,3.7025862,1.0991379,835.0,3.599138,1.1929,1.438
-117.91,33.92,21.0,5.428571,1.3,398.0,5.6857142,4.7222,2.083
-118.27,34.07,34.0,2.45625,1.065625,1239.0,3.871875,2.3438,1.521
-122.04,37.97,39.0,5.0689654,0.93869734,705.0,2.7011495,3.1968,1.51
-117.43,33.55,8.0,6.5588236,0.9117647,188.0,2.764706,9.4356,4.656
-119.71,36.81,9.0,3.9507043,1.0211267,662.0,2.330986,2.0536,0.55
-117.08,32.76,18.0,3.109489,1.0875913,1639.0,2.990876,1.7391,1.25
-117.24,33.23,21.0,5.50641,0.98717946,1194.0,3.8269231,3.4359,1.509
-121.88,36.98,21.0,5.395806,0.98558325,2001.0,2.6225426,4.8953,2.895
-122.49,38.22,33.0,5.4233575,1.0583942,781.0,2.850365,3.5647,2.518
-118.42,34.18,27.0,4.630542,1.0837438,2022.0,2.4901478,3.1551,2.256
-118.17,33.94,17.0,5.668317,1.0346534,499.0,2.470297,4.6389,1.655
-119.29,36.54,18.0,4.3597975,1.0608108,2732.0,4.614865,1.8429,0.583
-122.25,38.1,52.0,5.615142,1.1766561,824.0,2.599369,2.75,1.099
-118.37,33.82,39.0,6.335601,1.0068027,1319.0,2.9909296,5.878,3.878
-116.94,32.75,4.0,6.1761785,1.0252274,6945.0,2.8722084,5.1221,2.297
-118.12,33.83,45.0,5.918089,1.1296928,797.0,2.7201364,4.8917,2.228
-117.88,33.87,35.0,5.562319,1.0115942,1302.0,3.7739131,5.6409,1.909
-122.05,37.31,25.0,7.237676,0.9471831,1585.0,2.790493,9.2298,5.00001
-118.22,33.89,37.0,4.8012047,1.1445783,485.0,2.9216866,2.7434,0.952
-118.07,34.09,35.0,4.4347825,0.9673913,887.0,3.213768,4.0987,2.024
-117.1,32.71,9.0,4.339326,1.0606742,1628.0,3.658427,2.085,0.926
-117.28,34.12,47.0,4.796875,1.1933594,1653.0,3.2285156,1.3973,0.661
-120.04,38.86,16.0,10.375479,1.8429118,712.0,2.7279694,3.7891,1.177
-118.06,35.68,15.0,6.1121497,1.2554517,730.0,2.2741432,2.25,0.675
-121.52,39.43,15.0,5.6657753,1.0401069,1079.0,2.8850267,2.3566,0.804
-119.76,36.71,29.0,4.4629154,1.1278772,1530.0,3.9130435,1.5611,0.444
-121.42,38.56,21.0,2.814714,1.0190736,2548.0,3.4713895,1.3571,0.55
-118.54,34.06,21.0,7.1387835,0.99809885,1493.0,2.838403,11.4233,5.00001
-117.25,32.79,43.0,4.4195123,1.1707317,458.0,2.2341464,1.8365,3.286
-117.79,33.69,16.0,6.177419,0.9677419,679.0,2.737903,5.7115,3.139
-122.24,37.8,47.0,3.6931407,1.0613718,1213.0,2.1895306,2.6292,1.827
-117.25,33.1,14.0,5.986971,1.1726384,1176.0,1.9153094,3.9464,1.719
-117.87,33.82,26.0,6.957143,0.9885714,1088.0,3.1085715,5.9397,2.494
-122.15,37.74,52.0,5.269091,1.0127273,1338.0,2.4327273,3.851,1.835
-122.12,37.38,34.0,7.215,1.09,504.0,2.52,8.4709,5.00001
-118.33,34.16,44.0,4.1360855,0.99235475,1676.0,2.5626912,3.4286,2.479
-117.99,33.94,30.0,4.596929,1.084453,1214.0,2.3301344,3.7045,2.123
-119.27,36.39,17.0,6.105882,1.0294118,998.0,2.9352942,4.3281,1.457
-120.33,37.97,17.0,5.100806,1.0604838,1024.0,2.064516,2.0057,1.189
-121.8,36.68,18.0,4.542615,1.0359979,6071.0,3.2138698,3.0,1.622
-121.32,38.74,14.0,6.24569,0.98275864,670.0,2.887931,4.3897,1.863
-118.36,34.22,37.0,4.3076925,0.991453,1545.0,4.4017096,3.7663,1.603
-118.15,34.05,33.0,5.0336905,0.99387443,1783.0,2.7304747,3.8472,2.933
-122.41,37.78,52.0,2.6544502,1.104712,1055.0,2.76178,1.8519,0.325
-120.06,36.95,24.0,4.3355703,0.8993289,454.0,3.04698,2.125,0.619
-119.46,36.25,32.0,4.8628573,0.9942857,1016.0,2.902857,2.5,0.736
-119.76,36.79,32.0,5.067901,0.962963,1261.0,2.5946503,3.3281,0.751
-123.08,40.4,10.0,7.4489794,2.0816326,140.0,2.857143,1.7969,0.375
-116.62,34.23,14.0,9.316932,2.487699,1586.0,2.2952244,1.6136,0.674
-118.28,34.07,14.0,2.429293,1.169192,2226.0,2.810606,2.2552,2.659
-118.19,33.89,32.0,4.510638,1.1648936,1639.0,4.3590426,2.0357,1.073
-118.11,33.84,36.0,6.118467,1.0348432,798.0,2.7804878,5.5581,2.183
-121.19,39.55,17.0,7.028436,1.3459716,481.0,2.279621,1.4896,0.833
-118.33,33.72,25.0,6.0518084,1.0566959,2297.0,2.2453568,6.4246,4.467
-121.39,38.58,36.0,5.671348,1.0365169,878.0,2.4662921,2.8462,0.934
-124.21,40.75,32.0,4.544776,1.2350746,620.0,2.313433,1.6528,0.581
-122.22,39.51,17.0,4.33574,0.96750903,555.0,2.0036101,2.1,0.669
-118.4,33.87,26.0,4.814921,1.033716,2803.0,2.0107603,5.2276,4.345
-117.01,32.85,23.0,6.0139213,0.96055686,1401.0,3.25058,5.4903,1.514
-119.62,36.56,30.0,4.272953,0.9230769,1467.0,3.6401985,1.8878,0.516
-118.25,34.11,39.0,4.031339,1.051282,1467.0,4.179487,3.015,1.563
-118.39,33.81,35.0,6.0359282,0.98802394,391.0,2.3413174,3.7778,4.875
-118.22,34.13,40.0,5.3796477,1.1350293,1375.0,2.6908023,4.825,2.058
-118.46,34.31,24.0,4.882943,1.0050167,1460.0,2.4414716,4.2708,2.182
-119.19,34.17,31.0,4.6222224,1.071605,1511.0,3.7308643,3.2314,1.868
-117.86,33.78,25.0,4.1561513,1.0410094,1710.0,2.697161,3.125,2.15
-122.18,37.9,36.0,8.321678,1.0664335,1511.0,2.6416085,9.0064,5.00001
-123.38,41.8,25.0,4.976923,1.2230769,1000.0,2.5641026,2.2976,0.544
-117.85,34.14,35.0,6.757576,1.0,1251.0,2.9160838,6.1049,2.972
-118.38,34.01,18.0,4.9625,1.0807291,3922.0,2.0427084,4.7612,3.041
-121.02,37.61,33.0,4.209169,1.060172,1318.0,3.7765043,1.7104,0.59
-118.13,34.69,32.0,5.4531946,1.1367013,1986.0,2.950966,3.682,1.088
-122.35,37.94,45.0,4.6725664,1.090708,1406.0,3.1106195,2.3456,1.052
-120.46,38.09,16.0,6.110569,1.1626016,1777.0,2.889431,3.0,1.226
-119.04,34.22,18.0,5.719266,1.0697248,2079.0,3.814679,4.6458,2.228
-122.01,37.83,30.0,7.2003675,1.0091912,1330.0,2.4448528,6.5617,3.866
-117.82,33.75,30.0,5.95092,1.0940695,1270.0,2.597137,4.6161,2.365
-118.13,33.81,37.0,5.535519,1.0874317,493.0,2.693989,4.7845,2.314
-122.47,37.78,52.0,4.834008,1.0263158,1078.0,2.1821861,3.5221,4.433
-117.81,33.78,27.0,7.250505,1.0242424,1484.0,2.9979799,5.7934,2.705
-117.97,33.86,35.0,4.473545,0.97089946,1265.0,3.346561,3.5855,1.743
-122.03,37.61,36.0,5.014235,0.9644128,1002.0,3.5658362,3.7262,1.649
-121.99,37.81,17.0,6.2,1.1066667,146.0,1.9466667,4.9018,1.885
-117.18,32.69,37.0,4.617211,1.0623145,1304.0,1.9347181,3.2121,3.208
-116.37,33.72,17.0,6.4517574,1.3904263,3497.0,2.6155572,3.312,1.213
-117.39,33.97,48.0,5.0930853,0.9255319,1060.0,2.819149,3.4044,1.179
-117.22,32.81,21.0,4.615176,0.9078591,902.0,2.4444444,3.7813,3.625
-118.14,34.02,42.0,3.0417583,1.0065935,1825.0,4.010989,1.4178,1.455
-120.98,38.66,9.0,5.5576406,1.08311,916.0,2.455764,3.225,1.633
-118.29,34.0,52.0,5.6310043,1.0786027,1558.0,3.4017467,2.0809,1.096
-122.29,37.56,34.0,5.817869,0.9656357,846.0,2.9072165,5.3683,3.394
-120.01,38.93,22.0,7.247059,1.4352942,1045.0,2.4588234,2.996,1.261
-117.07,33.01,5.0,6.9714966,1.1603326,1917.0,2.2767222,5.1998,2.941
-122.08,37.71,38.0,5.524917,0.9800664,781.0,2.5946844,5.0519,2.27
-122.47,38.3,15.0,5.2867966,1.069264,2175.0,2.3538961,3.4031,2.095
-117.81,33.75,25.0,5.1637554,1.0283843,1197.0,2.613537,3.7031,2.278
-118.35,34.07,48.0,3.836207,1.0991379,434.0,1.8706896,3.6111,4.5
-119.77,35.65,21.0,5.7903614,1.1638554,1647.0,3.9686747,2.6066,0.8
-122.5,37.75,45.0,5.3248405,1.0955414,838.0,2.6687899,4.1419,2.915
-116.22,33.73,38.0,5.557377,1.1540984,1279.0,4.193443,2.1217,0.685
-118.48,34.2,23.0,3.6679537,1.1119691,2249.0,2.894466,2.6957,1.917
-119.19,34.2,36.0,3.8597014,0.93134326,1128.0,3.3671641,2.1542,2.539
-118.92,35.13,29.0,5.126482,1.0355731,909.0,3.5928855,1.9236,1.063
-118.2,33.82,43.0,5.6346154,1.1121795,954.0,3.0576923,5.2606,1.989
-116.98,32.71,18.0,5.438799,1.0254042,1277.0,2.9491916,3.4551,1.214
-118.19,33.97,34.0,3.5202086,0.9947849,2815.0,3.6701434,2.4196,1.784
-121.53,38.48,5.0,5.7404737,1.0354275,11935.0,2.4582903,4.8811,2.122
-121.42,38.49,17.0,5.64454,1.0466809,7235.0,3.098501,3.363,1.03
-118.0,33.85,34.0,5.23301,0.9951456,575.0,2.7912621,4.5083,1.88
-117.68,33.48,15.0,6.095563,1.0204778,727.0,2.4812286,5.0527,2.314
-117.12,32.8,29.0,5.4846745,1.0229886,1392.0,2.6666667,3.8719,1.742
-118.27,34.1,50.0,5.055024,0.9521531,793.0,1.8971292,4.7132,3.046
-118.33,33.93,38.0,5.8319325,0.9411765,412.0,3.462185,6.0718,1.56
-118.33,33.98,30.0,3.7003567,1.1070155,2739.0,3.2568371,1.6531,1.185
-119.75,36.78,35.0,4.6652894,0.90909094,474.0,1.9586776,2.4405,0.743
-117.02,33.76,20.0,8.3354435,1.2848102,453.0,2.8670886,2.8393,1.207
-117.03,32.61,22.0,6.763158,0.9736842,523.0,3.4407895,6.0086,1.669
-122.28,38.34,44.0,6.1264367,1.091954,416.0,2.3908045,3.6389,3.04
-118.12,34.17,52.0,4.6381154,1.0342612,1308.0,2.8008566,3.0417,2.226
-122.09,37.67,39.0,4.328452,1.0460252,1408.0,2.9456067,3.1115,1.535
-119.19,34.18,32.0,5.03139,1.0119581,2857.0,4.270553,4.6186,1.811
-118.51,34.23,36.0,7.858156,1.0591017,1190.0,2.8132389,7.2772,4.772
-118.18,33.77,29.0,3.6393442,1.2418033,1391.0,2.8504097,1.1295,1.375
-121.7,36.6,19.0,7.0534654,1.049505,1607.0,3.1821783,5.0162,2.831
-122.5,37.74,44.0,4.8221073,1.0621761,1640.0,2.8324697,4.0625,2.728
-118.65,34.27,23.0,5.633987,0.86601305,934.0,3.0522876,6.0783,2.292
-117.19,32.75,52.0,6.578199,1.0094787,513.0,2.4312797,6.1309,4.116
-121.3,38.02,16.0,4.2255054,0.9657854,3343.0,5.1990666,2.5473,1.063
-117.94,33.65,15.0,4.8114557,1.0572792,1015.0,2.4224343,5.2732,2.097
-121.28,37.93,23.0,4.3469386,1.0087464,1223.0,3.5655978,2.1591,0.678
-119.25,35.76,36.0,3.8229508,1.0754099,2175.0,3.5655737,1.6045,0.573
-121.84,36.61,26.0,4.0361614,1.0584145,2258.0,3.140473,2.5663,1.289
-122.35,37.94,47.0,4.6703296,1.007326,844.0,3.0915751,2.8967,0.956
-117.22,32.73,38.0,5.440329,1.0534979,1640.0,2.2496572,3.8409,2.914
-122.07,37.93,45.0,6.487395,1.0252101,614.0,2.5798318,5.0255,2.26
-117.23,33.83,2.0,7.4166665,1.3072916,681.0,3.546875,4.0833,1.0
-118.15,34.15,52.0,2.4774776,1.1081082,273.0,2.4594595,1.1667,5.00001
-117.43,33.93,31.0,5.0118113,1.031496,686.0,2.7007873,2.4922,1.094
-118.83,35.2,17.0,4.3245034,1.0684327,1763.0,3.891832,2.1357,0.535
-118.98,34.4,34.0,5.85022,1.0748899,795.0,3.5022027,4.4219,3.381
-118.08,33.78,34.0,6.6098266,1.0028902,1051.0,3.0375721,5.5767,3.72
-118.12,33.81,36.0,5.663265,0.9897959,721.0,2.452381,4.6875,2.507
-121.13,37.74,31.0,4.2578616,0.9056604,523.0,3.289308,2.4598,0.971
-119.73,34.35,20.0,5.368078,1.0390879,905.0,2.9478827,4.375,3.352
-121.88,37.39,13.0,5.942959,1.0071301,2240.0,3.9928699,7.105,2.739
-118.18,34.06,33.0,4.964286,1.2678572,266.0,4.75,0.8941,0.982
-119.03,35.3,10.0,4.7919073,0.84393066,447.0,2.583815,4.1484,1.029
-122.28,37.54,37.0,5.5988703,1.0169492,463.0,2.6158192,5.1701,2.942
-122.3,40.45,32.0,5.4491525,1.148305,694.0,2.940678,1.6579,0.685
-121.36,38.69,13.0,4.820549,0.9852217,4251.0,2.9915552,3.6989,0.933
-118.06,33.82,24.0,6.2429466,1.0579938,1568.0,2.4576802,4.6458,2.134
-118.16,33.94,25.0,5.071492,1.0938338,3317.0,2.964254,3.9352,2.329
-120.86,37.52,9.0,5.363538,1.0151926,5372.0,2.9148128,3.4821,1.271
-122.51,37.89,27.0,4.8884826,1.0329068,1233.0,2.2541134,3.4485,4.583
-122.43,37.77,52.0,5.534591,1.1509434,742.0,2.3333333,4.445,4.0
-117.98,33.7,24.0,7.0,1.0223124,1736.0,3.5212982,6.3749,2.78
-118.2,33.78,46.0,3.2180579,1.1090289,1545.0,2.6320271,1.7064,1.75
-122.27,37.84,52.0,5.0962343,1.1317992,1015.0,2.123431,1.725,1.139
-118.31,33.96,43.0,4.651515,1.0670996,1316.0,2.8484848,1.528,1.318
-122.44,37.77,52.0,5.2100163,1.0775445,1494.0,2.4135702,4.4875,5.00001
-118.33,34.11,38.0,3.5160966,1.1066399,1939.0,1.9507042,2.2148,4.383
-118.4,33.89,31.0,6.147059,1.0336134,1149.0,2.4138656,7.9611,5.00001
-121.27,37.96,43.0,3.6909091,1.0181818,1805.0,4.1022725,1.425,0.613
-122.43,37.73,49.0,4.361702,0.9787234,1008.0,3.06383,4.0,2.64
-118.26,34.08,46.0,3.75,0.99206346,910.0,3.6111112,3.5039,1.875
-122.02,37.35,18.0,4.505535,0.9409594,507.0,1.8708487,5.3679,2.284
-118.42,34.2,34.0,4.878788,1.4545455,66.0,2.0,1.0,1.875
-118.3,34.18,5.0,3.9088967,1.1024911,2997.0,2.133096,3.3205,1.721
-117.09,32.61,21.0,4.642005,1.026253,1335.0,3.1861575,3.6467,1.13
-117.23,33.78,23.0,5.708402,1.1581548,2672.0,4.401977,1.9767,0.815
-117.2,33.14,19.0,5.024814,1.0272952,1663.0,4.1265507,3.8147,1.392
-118.0,33.77,28.0,5.265351,1.1030701,1155.0,2.5328948,3.5139,2.117
-117.96,33.6,34.0,4.8680205,1.1675127,384.0,1.9492385,5.2333,4.714
-118.12,33.97,35.0,4.627451,0.9477124,471.0,3.0784314,3.2,1.974
-120.66,35.27,17.0,4.7701755,1.0333333,1386.0,2.4315789,3.7337,2.082
-116.23,33.73,29.0,4.740586,0.9246862,918.0,3.8410041,2.8648,0.721
-121.56,38.58,32.0,3.957935,1.0726577,2046.0,3.912046,1.9426,0.823
-118.37,33.91,41.0,4.2965517,0.98160917,1334.0,3.0666666,3.9355,2.278
-121.32,38.03,16.0,6.472,0.9968,1862.0,2.9792,4.875,1.431
-118.15,33.77,39.0,3.9673202,1.0359477,1312.0,2.143791,2.7212,2.663
-122.27,37.84,52.0,5.270142,1.035545,1006.0,2.3838863,2.6,1.326
-117.65,34.04,28.0,3.9864864,1.0253378,2623.0,4.430743,2.5048,1.0
-117.19,32.79,35.0,4.780749,1.0106952,777.0,2.0775402,3.3713,2.384
-117.32,34.13,41.0,5.3401165,1.1889535,1430.0,4.1569767,2.4524,0.704
-118.27,33.86,29.0,5.446316,1.0294737,2115.0,4.4526315,3.7466,1.686
-121.3,38.58,29.0,5.234286,1.0723809,1619.0,3.0838096,2.8966,0.924
-121.45,38.7,24.0,6.0816903,1.0394366,1141.0,3.2140846,3.9853,0.904
-118.34,34.07,52.0,6.065603,1.0602837,1203.0,2.1329787,4.1618,5.00001
-119.74,36.76,36.0,4.1643834,0.98630136,842.0,3.844749,1.4766,0.528
-117.97,33.77,22.0,4.210131,1.0787992,1543.0,2.8949344,2.6618,1.796
-118.54,34.3,22.0,7.5996566,1.0687286,1995.0,3.427835,8.2159,3.762
-122.07,37.66,21.0,4.828215,1.1209213,2461.0,2.3618042,3.875,1.793
-117.73,34.06,51.0,4.446429,1.0267857,368.0,3.2857144,1.4063,0.988
-123.96,40.57,31.0,5.980645,1.1774193,883.0,2.848387,2.3167,0.926
-117.62,33.43,23.0,4.717113,1.1117579,1950.0,2.2700815,4.0647,2.406
-118.29,34.17,12.0,3.6628478,1.116203,1882.0,3.0801964,2.9,2.083
-122.04,37.97,21.0,3.7146974,1.0599424,3621.0,2.0870316,2.5841,1.125
-117.73,33.51,5.0,7.197785,1.243671,1238.0,1.9588608,6.1785,2.959
-122.47,37.7,45.0,4.93994,1.0405406,2466.0,3.7027028,3.6588,2.386
-121.06,39.03,11.0,6.6678443,1.0706713,775.0,2.7385159,3.8417,1.872
-122.91,39.03,14.0,5.559719,1.3044497,723.0,1.6932085,1.3532,0.958
-122.12,37.71,38.0,4.027682,0.982699,632.0,2.1868513,3.0345,1.521
-120.19,38.42,11.0,47.515152,11.181818,82.0,2.4848485,3.125,0.775
-122.22,37.77,40.0,3.6592593,0.84444445,547.0,4.0518517,2.8015,1.148
-117.64,33.65,4.0,4.7546906,1.0507296,3256.0,2.2626824,5.4132,2.166
-121.93,37.05,14.0,6.0088496,0.9557522,306.0,2.7079647,6.4214,3.406
-118.02,33.85,31.0,5.4447594,0.9320113,1030.0,2.917847,5.3416,2.13
-117.04,32.77,16.0,4.4140797,1.0426829,3769.0,2.089246,2.9624,1.447
-122.18,37.68,5.0,5.2044888,1.0149626,840.0,2.094763,5.4858,1.878
-117.97,34.07,22.0,4.292537,1.0865672,1325.0,3.9552238,2.7802,1.625
-121.05,37.93,17.0,5.4613686,1.0596026,1649.0,3.6401765,3.275,1.565
-122.5,37.74,45.0,5.1783624,1.0204679,1098.0,3.2105262,3.7552,2.966
-122.26,37.83,52.0,3.494253,1.0272988,1377.0,1.9784483,2.5898,1.76
-122.9,39.09,15.0,6.5342107,1.431579,835.0,2.1973684,1.9141,1.432
-118.3,33.96,39.0,5.2967863,1.168242,1524.0,2.8809073,2.6518,1.363
-122.36,37.94,27.0,3.1849058,0.93962264,583.0,2.2,0.9687,1.058
-119.81,36.78,36.0,5.536913,1.0503355,660.0,2.214765,3.0,0.797
-121.6,39.77,23.0,4.973626,1.0923077,1138.0,2.5010989,2.3403,0.873
-117.7,34.05,24.0,6.016985,0.9978769,1815.0,3.8535032,4.7357,1.625
-121.38,38.59,36.0,5.581081,1.0675676,764.0,3.4414415,3.0156,1.03
-118.17,33.96,25.0,3.167147,1.0240154,5027.0,4.8290105,2.2817,1.642
-118.0,34.16,52.0,6.5728154,1.1019417,531.0,2.5776699,4.8059,2.706
-117.97,33.81,26.0,4.017982,1.07992,2457.0,2.4545455,2.8042,2.063
-118.26,34.1,52.0,6.298077,1.2644231,689.0,3.3125,4.0721,3.5
-119.3,36.57,32.0,4.885906,0.9127517,461.0,3.0939598,3.0156,1.091
-116.91,32.86,15.0,5.982922,1.1916509,1633.0,3.0986717,3.6898,1.31
-118.17,33.82,52.0,5.202869,1.0184426,1152.0,2.3606558,4.1354,2.682
-117.91,33.64,38.0,4.3398438,1.0585938,1067.0,2.0839844,2.8553,3.076
-122.04,37.54,26.0,5.6896553,0.97877985,1285.0,3.408488,4.9464,2.238
-118.85,34.14,16.0,7.3375,0.9696429,1409.0,2.5160713,8.1064,4.234
-117.1,32.76,52.0,6.857895,1.1210526,883.0,2.3236842,4.2813,2.708
-117.24,32.95,18.0,6.547325,1.1028807,547.0,2.2510288,5.9547,3.293
-122.79,38.54,5.0,5.8020377,1.0727803,1887.0,2.7467248,3.7768,2.138
-117.87,34.14,30.0,4.4633274,1.0483005,1139.0,2.0375671,2.9375,2.092
-121.06,37.42,52.0,5.195876,0.9896907,295.0,3.041237,3.5,0.735
-118.39,34.19,36.0,4.732984,1.0,627.0,3.2827225,2.4167,1.929
-118.15,33.91,35.0,3.9047618,0.78911567,610.0,4.1496596,3.3182,1.333
-121.97,37.54,28.0,4.9507494,1.0620985,1344.0,2.8779442,4.7135,2.032
-121.4,38.47,4.0,6.799093,1.0991575,10329.0,3.3470511,4.3658,1.306
-118.05,34.14,39.0,7.013201,0.97359735,862.0,2.8448844,8.9728,5.00001
-120.62,35.12,22.0,4.3055553,1.0208334,768.0,2.6666667,2.655,1.6
-121.94,39.45,39.0,5.1151514,0.9757576,535.0,3.2424242,1.832,0.705
-120.23,37.96,52.0,5.0617285,1.0781893,609.0,2.506173,2.0057,0.682
-117.96,33.82,32.0,5.13371,1.047081,1513.0,2.849341,3.7917,1.974
-123.76,41.03,24.0,5.763285,1.3647343,1058.0,2.5555556,2.0644,0.798
-114.65,34.89,17.0,6.374065,1.4638404,1005.0,2.5062344,1.6991,0.691
-118.26,34.01,43.0,3.5779967,1.1198686,2624.0,4.308703,1.8641,1.082
-118.2,34.14,51.0,5.231806,1.018868,1012.0,2.7277627,3.9375,2.17
-122.25,37.81,29.0,3.7248,1.1312,2304.0,1.8432,2.4912,2.578
-118.41,33.96,32.0,4.7027025,0.9864865,567.0,2.554054,4.1471,2.844
-122.26,37.88,52.0,6.3143563,1.0321782,894.0,2.2128713,6.2425,3.918
-122.34,37.55,25.0,8.869047,1.0277778,1507.0,2.9900794,13.3913,5.00001
-118.91,34.18,17.0,4.3929057,0.97680765,1381.0,1.8840382,2.8958,1.76
-117.2,32.82,35.0,5.3205376,1.0307102,1392.0,2.671785,3.337,1.723
-122.31,40.49,18.0,5.7106385,1.0184398,1731.0,2.4553192,3.35,1.184
-118.38,34.05,40.0,4.17762,1.0621669,1133.0,2.0124333,3.238,2.875
-121.84,38.13,33.0,6.3404255,1.1170213,212.0,2.255319,4.2813,0.813
-118.1,34.07,33.0,3.2984645,1.037428,3817.0,3.6631477,2.25,2.037
-117.16,32.72,27.0,2.7605321,1.0443459,653.0,1.4478936,1.2668,2.25
-118.18,33.77,36.0,2.9564517,1.1096774,1128.0,1.8193549,1.1483,1.125
-117.05,33.29,17.0,6.405694,1.1103203,891.0,3.1708186,7.0177,2.676
-118.15,34.07,44.0,4.8682632,1.1467066,1063.0,3.1826348,2.4348,2.207
-122.22,37.8,52.0,5.283495,1.0504855,1185.0,2.3009708,4.5428,2.398
-117.12,32.7,37.0,4.14939,1.0609756,1398.0,4.262195,1.1681,0.781
-122.46,37.78,52.0,4.6412554,1.103139,2030.0,2.2757847,3.4236,3.768
-122.02,37.59,18.0,3.6520376,1.0438871,855.0,2.680251,3.6923,2.132
-115.59,32.85,20.0,6.483871,1.1048387,862.0,3.4758065,4.875,0.908
-121.29,38.0,4.0,4.504854,1.0420712,1784.0,5.773463,2.375,1.245
-121.22,37.95,30.0,6.2058825,1.2411765,629.0,3.7,2.8676,0.769
-122.12,38.01,50.0,5.4393306,1.1004184,691.0,2.8912134,3.9519,1.265
-118.31,33.88,33.0,4.311245,1.0140562,1371.0,2.753012,2.4219,2.607
-121.75,36.77,25.0,4.746154,1.0717949,1678.0,4.302564,3.2937,1.353
-117.79,34.02,5.0,6.7302847,1.0306085,9427.0,3.3946705,6.4266,3.156
-118.28,33.98,19.0,3.1877255,1.1299639,726.0,2.6209385,0.9809,1.214
-122.04,37.67,18.0,7.2289157,1.0096385,1155.0,2.7831326,6.8233,3.326
-121.35,38.51,29.0,6.6392045,1.1107955,1054.0,2.9943182,4.2206,1.577
-117.74,33.51,29.0,6.6666665,1.0426357,612.0,2.372093,7.8239,5.00001
-117.43,33.98,21.0,6.4876847,1.0369458,1376.0,3.3891625,4.2589,1.522
-117.61,33.44,17.0,7.6830187,1.0264151,713.0,2.690566,6.5954,3.462
-118.2,34.05,36.0,3.9643917,1.0014837,2883.0,4.277448,2.0885,1.428
-118.43,34.0,37.0,3.9411764,1.0529412,1008.0,2.964706,3.7614,3.143
-120.89,37.45,29.0,5.8433733,1.0150602,1070.0,3.2228916,3.6597,1.456
-118.49,34.25,28.0,5.434316,0.9544236,2164.0,2.9008043,5.0,2.58
-118.55,34.27,25.0,7.8704,1.0576,2183.0,3.4928,8.1356,3.528
